Generation,FITNESS,SAFE_DISTANCE,SEARCH_ROTATION_TIME,SEARCH_MOVE_TIME,SWITCH_ROTATION_DIRECTION,EVADE_ON_TARGETED,ATTACK_ON_TARGETED,DETECT_TARGETED,CHASE_HEALTH_FOOD,CHASE_SPEED_FOOD,CHASE_RSPEED_FOOD,CHASE_DAMAGE_FOOD,SWITCH_FROM_CURRENT_GOAL,SWITCH_TO_ATTACK_STATE,STARTING_SPEED,STARTING_RSPEED,STARTING_HEALTH,STARTING_DAMAGE,VIEW_DISTANCE,VIEW_WIDTH,MASS,CHASE_TIME
0,10,6214,0.39071661233902,0.97001857994531,0.91863076916895,0.49773383140564,0.46746551990509,0.32839805500277,0.66517139706241,0.8879807660642,0.15235032141209,0.99646854400635,0.22516186875988,0.05941550433636,239.728671432379,323.36079083123,38,20,5,5,2,3
0,5,10000,0.90616285800934,0.48875790834427,0.21155396103859,0.18186914920807,0.83914788471581,0.4237853884697,0.75038588047028,0.15962955355644,0.09202940750459,0.44259672340921,0.1432757973671,0.34694728255272,247.89523556405,517.978487602375,46,44,5,5,2,3
0,0,7065,0.60706064088672,0.51453959941864,0.34092826373802,0.28938391804695,0.32146376371384,0.38644921779633,0.21816707340669,0.5744833946228,0.70386523008347,0.05799051746726,0.03373739361218,0.58123093441196,124.343739294499,492.788390361495,175,20,0,0,1.12372603166378,3
0,5,10000,0.63246976085413,0.44423666596413,0.6741658449173,0.19398964941502,0.45457306114895,0.40961271524429,0.40711322426796,0.51297950941935,0.63131028413773,0.47233688831329,0.81099891662598,0.09989246982874,152.118313591219,0,125,36,12,5,1.57120879526861,3.39782859084994
0,0,9321,0.69518798589706,0.06308522894162,0.81707754980789,0.71177768707275,0.58696973323822,0.06738488586221,0.40176898241043,0.49946924789246,0.57249742746353,0.50712425761055,0.78018587827682,0.92416870594025,163.70777650558,154.153720967449,100,20,5,10,2.90509722944103,3
0,5,12679,0.78012235543154,0.61472529172897,0.37581684516029,0.13340653479099,0.56404437095192,0.13041451573372,0.77369421720505,0.0310897603631,0.78820407390594,0.83337736129761,0.44124433037878,0.62194008142874,381.191653116684,187.20367221592,40,20,5,5,2,3.42883695102689
0,0,6451,0.52659477658936,0.39633565050577,0.16140007972717,0.4145311997492,0.7351159197214,0.11997318359886,0.76005388130344,0.12521831691265,0.86000686883926,0.98962977049973,0.57042609040768,0.88794339693105,96.4166740301758,259.160489285974,183,20,5,5,2,2.98523328281433
0,10,13074,0.44529989361763,0.7779147028923,0.64367759227753,0.8787237405777,0.1342104524374,0.37131142616272,0.23079882735977,0.81052510743084,0.4402366807186,0.77353244275237,0.55817264318466,0.23564345675851,209.396767049251,124.9674020395,76,48,5,0,2,3
0,0,8783,0.46034035086632,0.69854664802551,0.79629375409585,0.19435911632825,0.92998195409427,0.55951392650604,0.93317796604377,0.52069933614648,0.02887588366866,0.18454405665398,0.30911446203853,0.88681329476054,291.218473627698,117.776949749656,100,29,23,0,2,3
0,0,13843,0.9633356779827,0.19499018920906,0.15527837934017,0.81898320449415,0.06814089349651,0.35409541608637,0.94928824901581,0.3431224391767,0.42211148142815,0.09406517139914,0.20621237158775,0.13963243365288,277.110004459862,555.540501412576,100,35,0,5,2,3.00403002484942
0,0,10000,0.95242821383794,0.83487635850906,0.33647992421685,0.29574463953495,0.43612220883369,0.92801835723257,0.87889678933346,0.47392056055284,0.41285678744316,0.90955489873886,0.07415257558259,0.36590683460236,239.880267253249,169.095793176484,100,20,5,0,2,3
0,10,7930,0.41315496396771,0.22314458776101,0.52311795949936,0.79267603158951,0.22918200492859,0.64997665260902,0.51363613077174,0.76113921403885,0.70644378406788,0.73615598678589,0.80826286646713,0.32481572031975,174.089014881203,0,100,20,33,17,2,3
0,10,10000,0.62475184372412,0.5154608075597,0.53099971831096,0.90825355052948,0.71371556423373,0.17280501114624,0.16135532649017,0.26235671116267,0.24025516211987,0.01166504621506,0.34125567701563,0.94337451457977,164.533317215705,145.66629855102,100,68,0,5,2,3
0,0,6726,0.84995633363724,0.35146235142216,0.91461491584778,0.50337756439428,0.9400537610054,0.7882427573204,0.91550325422825,0.62928628921509,0.07451590457165,0.00649739659326,0.92813390493393,0.88226194659062,231.080034076981,134.167017693118,23,16,5,0,2.77253011623615,3
0,0,8320,0.07884931091849,0.98563674224645,0.57295733690262,0.3712078332901,0.21149465441704,0.70592915951011,0.63727778196335,0.87699860334396,0.41015884280205,0.63855506897171,0.47672912478447,0.21523334912571,350.672118103985,225.147153041271,100,20,5,5,1.59416190145949,3
0,0,8894,0.38370668888092,0.20674405992031,0.45722755789757,0.51300466060638,0.06893424392923,0.86715136426706,0.46783700585365,0.70501159492684,0.22025340795517,0.11260963231325,0.39166083931923,0.83934587240219,289.594463241443,111.735591818079,100,0,5,24,2,3.36774922754331
0,10,9463,0.2765457034111,0.10658746894882,0.89633249073228,0.52572707913804,0.33962537018356,0.59761136945181,0.9873554110527,0.50118494033813,0.27239032924406,0.79830349709948,0.22889283299446,0.01904482208192,314.449681266575,285.861007776675,96,63,0,10,1.93450926200745,2.48645184639104
0,0,13725,0.56235218048096,0.60328954458237,0.0219659816732,0.50421847271486,0.45548502105591,0.97613904444282,0.29949736595154,0.73552817106247,0.41687861094988,0.58887553215027,0.99758527978725,0.90974700450897,148.109982999363,76.2387138299687,100,4,5,0,2.07369834299747,2.22160270328266
0,5,6509,0.18494209647179,0.40125453472137,0.99002943352512,0.79498201608658,0.15289543569088,0.72890096902847,0.71252924203873,0.34800448632016,0.56060061071541,0.58140552043915,0.28541312455038,0.64892356456634,418.717261267218,144.582249267173,172,20,0,5,1.48171914901301,3.3277567835386
0,0,6676,0.50654226541519,0.13325001299381,0.68949622311151,0.10345304757357,0.55999507982902,0.70360011103475,0.45860809087753,0.31628459692001,0.58454167842865,0.45397779345512,0.91361486911774,0.29219218582539,105.577389829177,203.31978071987,21,0,5,0,1.02054994302844,3
0,0,10000,0.32255652926355,0.04540671593364,0.9243061542511,0.59063224601987,0.65907055139542,0.05542769856368,0.74852831413676,0.22961050271988,0.67621904611588,0.30353862047195,0.37591856718063,0.70614665746689,0,56.555317547045,189,60,5,0,1.31624707977732,3.57807187777712
0,5,11631,0.97129255533218,0.28015053272247,0.9173886179924,0.30771890879046,0.54195898771286,0.48080414019029,0.54452614788499,0.37064340801863,0.80219777355765,0.42233652029907,0.56994569301605,0.35360875725746,221.793092801544,273.09438253808,139,47,5,5,2.54654773179778,3
0,0,10000,0.58120638132095,0.39990706191423,0.44878047704697,0.88803290335104,0.63917537105108,0.73153218304798,0.50768673419952,0.17407785356045,0.9253306388855,0.62385298050463,0.72625225782394,0.51591628789902,99.3562908172817,167.122506210184,22,50,5,4,2,3.34352026419942
0,0,10990,0.25454422831535,0.74969094991684,0.3084075152874,0.11555863166223,0.42233407497406,0.66388709643895,0.59098500013351,0.35149829182145,0.10665378719568,0.09747188538313,0.01025651630895,0.34819090366364,529.785728796689,227.337647947445,100,20,19,13,2,3
0,0,6993,0.13522790580586,0.74536881247745,0.11331729162851,0.40387365221977,0.47139376401901,0.0500605776906,0.01461741214746,0.63172799348831,0.96408128738403,0.19235447049141,0.32227786725012,0.95589442115709,285.162449536993,284.690115167767,21,20,31,0,2,3.08414226294336
0,0,10000,0.95663416385651,0.60825979709625,0.10510382056236,0.61345486030098,0.7981431012376,0.69923439504978,0.25892439484596,0.23464120924473,0.79253554344177,0.18431496620178,0.24287779343464,0.95712435036128,64.8332138209257,148.628023690259,100,61,5,0,1.65611685701508,2.77917293166964
0,10,10000,0.06108102802502,0.08391313254833,0.6894251704216,0.19624973833561,0.67380756139755,0.03872243586956,0.28203919529915,0.09137347304115,0.19221772253513,0.82468050718307,0.96024794718176,0.54837292432785,289.473866327576,115.070345008123,100,39,28,5,2,3
0,20,6998,0.87513698484818,0.18911084532738,0.34181686984458,0.67850357294083,0.64773763250479,0.82532701741209,0.53880393505096,0.33246719159087,0.64909827709198,0.50342643260956,0.62393182516098,0.94896465539932,159.686944522501,197.997406750316,100,67,30,11,2,2.38264626500138
0,10,5536,0.09107156792429,0.82260977763407,0.02065417356789,0.98437185299345,0.03860594332218,0.74080890902875,0.36192482709885,0.56100595670399,0.65231054760183,0.78077852725983,0.62522736219001,0.14549987018108,220.703569769534,202.676566435951,100,20,20,5,2,3.19758826266031
0,0,6211,0.44390511512756,0.80981695652008,0.40084124272413,0.90117245912552,0.81989300251007,0.60914766788483,0.78314852714539,0.56596950533699,0.31676524877548,0.4784531946218,0.93188709020615,0.64753615856171,361.598503226963,477.924426942974,165,34,5,0,2,3
0,0,14523,0.52712294242088,0.86845060780379,0.47891077399254,0.71215229357952,0.68245735486412,0.42915925806137,0.65055733919144,0.4087173640728,0.8914335420544,0.54545032978058,0.00552078895271,0.55938637099069,0,241.856075161016,100,20,0,5,2.92528131048673,3
0,5,10000,0.84240458346583,0.91191528921106,0.62592643269873,0.16874413192272,0.36892431974411,0.59617745817053,0.60131072998047,0.55106584709138,0.35085105895996,0.4513885974884,0.55539847214995,0.22318366510347,266.131590128376,412.472322544415,100,15,31,5,2,3
0,0,10000,0.61772674322128,0.55806630461459,0.74569508850056,0.01501310002409,0.37420973104351,0.54820590730867,0.1652709464197,0.3241614965114,0.55648944798189,0.23395225405693,0.30205298884102,0.67615962028503,226.994956648345,311.803109221225,93,20,5,5,1.65903869782061,3.46691785389132
0,0,6156,0.24324046075344,0.97149538816188,0.93143451213837,0.49008589922334,0.39127412438393,0.6953439116478,0.08075400256334,0.05316817800318,0.99829315934952,0.20884219949145,0.99354732036591,0.00351567217149,148.28912031057,198.735119411594,100,0,5,0,2,2.48157615268966
