Generation,FITNESS,SAFE_DISTANCE,SEARCH_ROTATION_TIME,SEARCH_MOVE_TIME,SWITCH_ROTATION_DIRECTION,EVADE_ON_TARGETED,ATTACK_ON_TARGETED,DETECT_TARGETED,CHASE_HEALTH_FOOD,CHASE_SPEED_FOOD,CHASE_RSPEED_FOOD,CHASE_DAMAGE_FOOD,SWITCH_FROM_CURRENT_GOAL,SWITCH_TO_ATTACK_STATE,STARTING_SPEED,STARTING_RSPEED,STARTING_HEALTH,STARTING_DAMAGE,VIEW_DISTANCE,VIEW_WIDTH,MASS,CHASE_TIME
0,5,10000,0.56554224156452,0.99589383602142,0.60928693462751,0.42332398461034,0.47523641586304,0.15604148805141,0.5514310002327,0.16227459907532,0.09586101778596,0.837329477755,0.35752388834953,0.13605690874903,499.039401169664,156.727059754279,100,20,0,0,1.37496851524688,2.40241163876237
0,5,10000,0.64542069041348,0.01708130352199,0.49981805682182,0.26000985503197,0.74637597799301,0.86971481731837,0.8404296040535,0.04577777186292,0.97022265741437,0.55049303497318,0.80211034720792,0.16267372667789,151.552948404979,187.086178730358,100,20,28,1,2.87461615834534,3
0,5,10000,0.51992549970504,0.95188539557652,0.24020233750343,0.94860589504242,0.92154252529144,0.38712276389439,0.34301513433456,0.44847193360329,0.24741789190833,0.44862093464411,0.20012350864288,0.14868547031081,424.775790690281,316.539787079536,100,20,0,0,2,2.54078699715651
0,0,10903,0.74542076565658,0.82075136978824,0.48128332923594,0.22819748520851,0.56650879761439,0.08053235709667,0.42095676064491,0.10561613738537,0.23961305618286,0.86544758081436,0.65684151649475,0.90905630588531,75.2570089710321,281.941577445671,100,20,0,32,1.78197122128881,3
0,10,10767,0.55953654943031,0.36901885271072,0.09570193424168,0.91042113304138,0.42083156108856,0.1425621509552,0.42633831693727,0.26093992590904,0.07560610046918,0.88400214910507,0.02269825903482,0.43992507457733,152.188771295517,0,100,20,0,0,2,3.51560674431191
0,0,10000,0.96531577717312,0.49900805950165,0.08594192024654,0.57373011112213,0.70839815379419,0.08971263632259,0.11268311738968,0.23059814862016,0.20632054893095,0.11980932205915,0.81302136182785,0.04990566210941,193.088640388053,263.296873588525,100,20,5,5,1.71055467958068,3.27098082076768
0,0,10000,0.91444105670836,0.57798572642865,0.93581625313216,0.7470526099205,0.72917747497559,0.31345307020697,0.9242799282074,0.17892886698246,0.94967180490494,0.78745060928125,0.82819813489914,0.44184955954552,77.9636953841023,130.254594428728,100,20,5,5,2,3
0,5,10000,0.30262798622536,0.95559911769385,0.06161477939703,0.91439682245255,0.8959418522453,0.83976012468338,0.80190426111221,0.51750981807709,0.50746687443899,0.64859235593437,0.81268662214279,0.47491675615311,275.685521628906,280.629829191953,100,20,5,5,2.2015495697185,3
0,0,11788,0.44416988484818,0.7605829834938,0.68559771776199,0.61807792329501,0.90232902765274,0.51064041227579,0.06619343161583,0.78003982960226,0.65688210725784,0.10464942455292,0.90674644708633,0.71657617473493,249.020977609587,136.807118047434,100,20,5,5,2,2.23021127668763
0,0,10953,0.39429819583893,0.68593066930771,0.22697637595576,0.20404508709908,0.21371671557426,0.12039724007864,0.14629475089183,0.65854186229882,0.01407845272868,0.85793984588774,0.94013565778732,0.28277557716779,146.099194983053,0,100,20,0,5,2,3.62119107310363
0,0,10000,0.07193216365878,0.07086328837303,0.96670109517369,0.35800988588242,0.74673545360565,0.09768789151271,0.9699689745903,0.9499414563179,0.3254925254052,0.61567521138182,0.09669431682568,0.10706477612257,0,225.069423606243,100,20,0,5,2.52869059828711,3
0,5,13976,0.96379792690277,0.90533018112183,0.93229275941849,0.44147780537605,0.78705310821533,0.28634127083288,0.2922220826149,0.70413182700979,0.04092732901503,0.68082648067759,0.79208517074585,0.97845911979675,387.938624010892,132.007441572263,100,20,8,27,2,3
0,0,12838,0.68670082092285,0.97089511156082,0.41164757575909,0.14714463768372,0.2601373473642,0.38141411542892,0.59228793446976,0.85495823486474,0.66499882342809,0.09792733306836,0.51602017879486,0.76588718949452,0,174.52485186623,100,20,30,5,2,3.79076618482461
0,0,10000,0.81795875681493,0.6796370356273,0.87488324273636,0.99260481224473,0.29701828956604,0.25308515505508,0.01994637213647,0.06820294152015,0.58588713407516,0.02067728594381,0.24403605076064,0.68884984983386,0,287.82009066062,100,20,1,0,1.15937495896617,3
0,0,14831,0.8417626619339,0.224679261446,0.67290183107048,0.93880667590843,0.84902055681246,0.07566414378483,0.99599379301071,0.83620178699493,0.76229250431061,0.19198609888554,0.48336452245712,0.19695134460926,131.212219852653,130.312452798722,100,20,5,5,1.90622677053015,2.92338941344703
0,0,10000,0.17244120617864,0.21636435389519,0.73537957668304,0.2453088760376,0.56383633202579,0.60014843940735,0.06539052724838,0.02921344898641,0.30700385570526,0.1188830089352,0.96778610881943,0.97107113648777,157.956393301363,223.949731838503,100,20,0,5,1.52667930237688,2.25915182833857
0,0,10000,0.62254303693771,0.09876392781734,0.99771589585735,0.17298859357834,0.49664685130119,0.13991137132954,0.84540284826672,0.69800250215628,0.95915013551712,0.05296454512859,0.0735484957695,0.90309012280976,269.838967279051,183.154046921896,100,20,5,5,2.23994493683339,2.81188191457066
0,0,10000,0.05983039543589,0.35073467532172,0.85819584131241,0.81044966828431,0.08430552498092,0.31858846545219,0.35946615502281,0.93124431371689,0.05166551098228,0.41506037116051,0.74779367446899,0.15910881093605,181.145020584491,150.413845986227,100,20,1,0,2,3.59298779089045
