Generation,FITNESS,SAFE_DISTANCE,SEARCH_ROTATION_TIME,SEARCH_MOVE_TIME,SWITCH_ROTATION_DIRECTION,EVADE_ON_TARGETED,ATTACK_ON_TARGETED,DETECT_TARGETED,CHASE_HEALTH_FOOD,CHASE_SPEED_FOOD,CHASE_RSPEED_FOOD,CHASE_DAMAGE_FOOD,SWITCH_FROM_CURRENT_GOAL,SWITCH_TO_ATTACK_STATE,STARTING_SPEED,STARTING_RSPEED,STARTING_HEALTH,STARTING_DAMAGE,VIEW_DISTANCE,VIEW_WIDTH,MASS,CHASE_TIME
0,0,10000,0.09434624016285,0.38055461645126,0.20962684901247,0.56732941123331,0.70249283313751,0.87401741743088,0.85279919202914,0.08176821470261,0.57935327291489,0.81765785737558,0.23925595986818,0.86489352360607,229.364187325374,472.963375402255,100,20,7,5,2.32695268485099,3
0,15,13257,0.90418901367085,0.96859973616433,0.30004367232323,0.39496105484128,0.12954656779766,0.05677855759859,0.63924515247345,0.29126664333671,0.44556438922882,0.01518813663626,0.43460241653311,0.38954633279471,227.009838853071,199.367635913298,100,20,0,5,1.51203659635231,3.80898249128264
0,5,10000,0.19099455071546,0.04878909513354,0.24583625092308,0.02662717469882,0.92997819185257,0.70628178119659,0.4826497733593,0.3963379504453,0.3109629178203,0.05515274703534,0.78558483006323,0.49614140085351,175.667271928667,164.547074745874,100,20,5,0,2,3
0,0,10000,0.76152241230011,0.38791930675507,0.96499262335371,0.99916636943817,0.51675552129745,0.87207221984863,0.47337937355042,0.86846446802305,0.09782036166888,0.45136845111847,0.36908523045752,0.97202491760254,192.289036947787,309.741113452887,100,20,28,5,2.50990541777704,3
0,0,7319,0.48672500252724,0.30537622178301,0.94856870174408,0.78173744331339,0.210419729352,0.09871941818925,0.99119007587433,0.48096290230751,0.84953552754189,0.96949952245258,0.48218828439713,0.56841607510527,109.227700803025,33.5487709511156,100,20,5,0,2,3
0,5,10967,0.18064927021389,0.96312826871872,0.59612357616425,0.39074072241783,0.29212692379951,0.36078787388425,0.46501661967991,0.73669576644897,0.72927373524135,0.88710343837738,0.56353223323822,0.76268726587296,135.266994100906,255.963586086138,100,20,5,5,1.30606046486021,2.27684494562951
0,10,10000,0.3177837729454,0.93167763948441,0.44430312514305,0.38331666588783,0.4187123477459,0.4532298644738,0.24570189416409,0.63084053993225,0.97389477491379,0.8583412698464,0.33198669552803,0.36656886339188,185.406737773842,197.162141315154,100,20,0,5,2.66740965891233,3
0,40,12615,0.05612859502435,0.12768813491259,0.37726340486688,0.81092113256454,0.2977542754812,0.85281158067952,0.37065467238426,0.00262669644331,0.40828663110733,0.02652522537376,0.62902349233627,0.28563502430916,277.901054218786,245.502247302483,100,20,0,0,1.71790666591659,3.05741050253057
0,15,13271,0.38136056065559,0.49727317394061,0.96674901247025,0.68157762289047,0.50327045961634,0.20889662052246,0.66616642559839,0.36829779937057,0.18141855601051,0.67580262833573,0.77858102321625,0.99309332002646,384.471145115463,215.221758710245,100,20,0,5,2,3.36086482475877
0,30,10000,0.20306794345379,0.23381252586842,0.83006583021389,0.81437456607819,0.03741569123499,0.66295200586319,0.90063288736026,0.21824209392071,0.83402931690216,0.65194380283356,0.28989478945732,0.69291216135025,243.84501813829,219.265129331708,100,20,5,17,2,3
0,0,10000,0.09333222003519,0.5597960625339,0.31969621340744,0.42525657978481,0.82758192379205,0.65191505643515,0.34426751716573,0.03394099697471,0.42111783275764,0.23899279534817,0.09371341764927,0.2439354291981,2.16587346676383,0,100,20,0,5,2.9518453326754,3
0,10,10000,0.5197224735753,0.85292075627962,0.39071885142465,0.40750261147915,0.45884888046317,0.16581530869007,0.68968115800925,0.51878970861435,0.21092957258224,0.12879881262779,0.58381123308251,0.42931776421256,271.420047710175,293.1082953634,100,20,5,0,2.1398974333659,3.64241592117694
0,0,11516,0.60195463895798,0.02717610210881,0.50903068965799,0.0236543698683,0.03224643319845,0.71675843000412,0.68217049967297,0.96982190323836,0.0341536924243,0.27321261167526,0.42712080000602,0.79199874401093,263.061739382676,327.846694592105,100,20,0,5,2,2.00181113301986
