Generation,FITNESS,SAFE_DISTANCE,SEARCH_ROTATION_TIME,SEARCH_MOVE_TIME,SWITCH_ROTATION_DIRECTION,EVADE_ON_TARGETED,ATTACK_ON_TARGETED,DETECT_TARGETED,CHASE_HEALTH_FOOD,CHASE_SPEED_FOOD,CHASE_RSPEED_FOOD,CHASE_DAMAGE_FOOD,SWITCH_FROM_CURRENT_GOAL,SWITCH_TO_ATTACK_STATE,STARTING_SPEED,STARTING_RSPEED,STARTING_HEALTH,STARTING_DAMAGE,VIEW_DISTANCE,VIEW_WIDTH,MASS,CHASE_TIME
0,0,10000,0.80355563494241,0.34699801119542,0.62401586771011,0.01219904888421,0.92689818980856,0.24324926733971,0.28558388401825,0.33626019954681,0.1160377189517,0.75146651268005,0.10464004427195,0.22487142776449,136.084917032991,226.039903145101,100,20,5,5,2,3
0,0,10890,0.26152706874524,0.95286910778484,0.78292465209961,0.47334760427475,0.67872479870284,0.53292476878066,0.42992654442787,0.37954074144363,0.00083384147538,0.63731722789571,0.8123739361763,0.69496703147888,244.674470979601,261.81614795909,50,0,5,5,2.80898810380277,2.24091337404743
0,10,10000,0.42118044573733,0.85749989748001,0.34007549285889,0.32926353764979,0.85116142034531,0.25275179743767,0.79067325592041,0.55285618378252,0.05718819559002,0.13721668720245,0.98571407794952,0.88540530204773,196.065378027808,232.453274565045,100,52,5,5,2,3
0,5,10000,0.16240285336971,0.63817924261093,0.75002199411392,0.19528411777284,0.47411805391312,0.09081395715475,0.56434410810471,0.41044156407726,0.32447513796687,0.6001757979393,0.97022867202759,0.99103437595315,223.008919653944,276.477884455173,127,20,5,5,2,3
0,10,10319,0.13525095963292,0.35480681061745,0.90087801218033,0.209258005023,0.7227371467696,0.94393779478636,0.33919507384349,0.72170025110245,0.96308863054168,0.54814445972443,0.27694255113602,0.67019480573756,122.69957992097,218.055330442279,100,20,16,5,2,3
0,0,11312,0.61477737188765,0.06966223881654,0.58788424730301,0.12316284775857,0.72721190177974,0.67193388938904,0.37683966755867,0.65254390239716,0.7367479801178,0.84336513280869,0.18173848092556,0.96519523859024,154.248323322409,320.456437667888,90,0,5,5,2,3
0,5,10000,0.7673248052597,0.65483462810516,0.88442794397412,0.3348543047905,0.95489245653152,0.48680838942528,0.10855759036467,0.28762069344521,0.5136726117828,0.86546647548676,0.15979479253292,0.49607959389687,236.368717523698,182.716148239431,100,0,5,5,2,3
0,5,13735,0.8444846868515,0.6119082570076,0.06088577955961,0.20382744073868,0.32810419797897,0.92229504949532,0.99151671427614,0.27362102270126,0.38195222616196,0.5568072108604,0.52521288394928,0.78352510929108,237.936611489276,202.743994836004,63,20,0,5,2,3
0,10,8907,0.48286944627762,0.29514870047569,0.48326182365417,0.4420755498791,0.31759324669838,0.24856345355511,0.36431865754558,0.72864137765574,0.34689924120903,0.29447615146637,0.85425109142316,0.55440945082292,110.231934841668,78.840871320955,100,20,0,0,2,3
0,0,10000,0.97518086433411,0.98539012670517,0.91131452419135,0.88760490805241,0.12827543914318,0.47115561366081,0.18328011035919,0.59846633672714,0.36359131336212,0.01133619731318,0.04951703548431,0.39126086235046,196.418973249848,228.605625811355,100,64,5,5,2,2.38074653123072
